"ID";"Geslacht";"Leeftijd";"RegioS";"Perioden";"TotaalPersonenInHuishoudens_1";"TotaalInParticuliereHuishoudens_2";"ThuiswonendKind_3";"Alleenstaand_4";"TotaalSamenwonendePersonen_5";"PartnerInNietGehuwdPaarZonderKi_6";"PartnerInGehuwdPaarZonderKinderen_7";"PartnerInNietGehuwdPaarMetKinderen_8";"PartnerInGehuwdPaarMetKinderen_9";"OuderInEenouderhuishouden_10";"OverigLidHuishouden_11";"PersonenInInstitutioneleHuishoudens_12"
"463530";"3000   ";"70700";"PV20  ";"2005JJ00";"   21250";"   21079";"    1485";"    5644";"   13590";"    3772";"    1616";"    2442";"    5760";"      79";"     281";"     171"
"463531";"3000   ";"70700";"PV20  ";"2006JJ00";"   20108";"   19938";"    1458";"    5491";"   12641";"    3560";"    1420";"    2383";"    5278";"      84";"     264";"     170"
"463532";"3000   ";"70700";"PV20  ";"2007JJ00";"   18987";"   18811";"    1407";"    5312";"   11746";"    3373";"    1326";"    2364";"    4683";"      94";"     252";"     176"
"463533";"3000   ";"70700";"PV20  ";"2008JJ00";"   17919";"   17746";"    1272";"    5134";"   10992";"    3183";"    1255";"    2326";"    4228";"      83";"     265";"     173"
"463534";"3000   ";"70700";"PV20  ";"2009JJ00";"   17358";"   17168";"    1209";"    4911";"   10686";"    3142";"    1193";"    2319";"    4032";"      66";"     296";"     190"
"463535";"3000   ";"70700";"PV20  ";"2010JJ00";"   17004";"   16809";"    1164";"    4887";"   10401";"    3092";"    1156";"    2296";"    3857";"      62";"     295";"     195"
"463536";"3000   ";"70700";"PV20  ";"2011JJ00";"   17146";"   16937";"    1179";"    5113";"   10385";"    3114";"    1172";"    2348";"    3751";"      60";"     200";"     209"
"463537";"3000   ";"70700";"PV20  ";"2012JJ00";"   17164";"   16965";"    1170";"    5181";"   10334";"    3044";"    1175";"    2314";"    3801";"      67";"     213";"     199"
"463538";"3000   ";"70700";"PV20  ";"2013JJ00";"   17214";"   17026";"    1178";"    5327";"   10258";"    3025";"    1135";"    2362";"    3736";"      59";"     204";"     188"
"463539";"3000   ";"70700";"PV20  ";"2014JJ00";"   17290";"   17052";"    1262";"    5329";"   10150";"    3111";"    1071";"    2325";"    3643";"      73";"     238";"     238"
"463540";"3000   ";"70700";"PV20  ";"2015JJ00";"   17521";"   17233";"    1260";"    5567";"   10069";"    3074";"    1048";"    2295";"    3652";"      92";"     245";"     288"
"463541";"3000   ";"70700";"PV20  ";"2016JJ00";"   17384";"   17031";"    1271";"    5436";"    9986";"    3161";"     996";"    2337";"    3492";"      99";"     239";"     353"
"463542";"3000   ";"70700";"PV20  ";"2017JJ00";"   17574";"   17241";"    1294";"    5528";"   10058";"    3133";"     982";"    2433";"    3510";"      98";"     263";"     333"
"463543";"3000   ";"70700";"PV20  ";"2018JJ00";"   17848";"   17576";"    1304";"    5646";"   10283";"    3272";"    1043";"    2431";"    3537";"     107";"     236";"     272"
"463544";"3000   ";"70700";"PV20  ";"2019JJ00";"   18060";"   17794";"    1298";"    5713";"   10449";"    3485";"    1077";"    2345";"    3542";"     107";"     227";"     266"
"463545";"3000   ";"70700";"PV20  ";"2020JJ00";"   18251";"   17956";"    1326";"    5784";"   10476";"    3548";"    1122";"    2276";"    3530";"      97";"     273";"     295"
"463546";"3000   ";"70700";"PV20  ";"2021JJ00";"   18770";"   18443";"    1355";"    5991";"   10722";"    3903";"    1100";"    2243";"    3476";"      96";"     279";"     327"
"463547";"3000   ";"70700";"PV20  ";"2022JJ00";"   19106";"   18725";"    1393";"    6178";"   10817";"    4010";"    1098";"    2209";"    3500";"      94";"     243";"     381"
"463548";"3000   ";"70700";"PV20  ";"2023JJ00";"   19527";"   19119";"    1445";"    6374";"   10946";"    4053";"    1152";"    2190";"    3551";"      91";"     263";"     408"
"463549";"3000   ";"70700";"PV20  ";"2024JJ00";"   19937";"   19487";"    1541";"    6615";"   10960";"    4066";"    1215";"    2131";"    3548";"      88";"     283";"     450"
"463550";"3000   ";"70700";"PV21  ";"2000JJ00";"   24784";"   24556";"    1960";"    4473";"   17799";"    3665";"    2566";"    1794";"    9774";"      50";"     274";"     228"
"463551";"3000   ";"70700";"PV21  ";"2001JJ00";"   24940";"   24728";"    1978";"    4749";"   17689";"    3740";"    2491";"    2037";"    9421";"      62";"     250";"     212"
"463552";"3000   ";"70700";"PV21  ";"2002JJ00";"   25118";"   24915";"    1950";"    4873";"   17737";"    3958";"    2367";"    2376";"    9036";"      68";"     287";"     203"
"463553";"3000   ";"70700";"PV21  ";"2003JJ00";"   24820";"   24648";"    1982";"    4966";"   17345";"    3901";"    2211";"    2598";"    8635";"      69";"     286";"     172"
"463554";"3000   ";"70700";"PV21  ";"2004JJ00";"   23840";"   23669";"    1903";"    4899";"   16558";"    3711";"    1942";"    2774";"    8131";"      62";"     247";"     171"
"463555";"3000   ";"70700";"PV21  ";"2005JJ00";"   22436";"   22274";"    1803";"    4729";"   15435";"    3489";"    1776";"    2845";"    7325";"      68";"     239";"     162"
"463556";"3000   ";"70700";"PV21  ";"2006JJ00";"   20958";"   20802";"    1703";"    4493";"   14306";"    3292";"    1573";"    2865";"    6576";"      59";"     241";"     156"
"463557";"3000   ";"70700";"PV21  ";"2007JJ00";"   19615";"   19462";"    1543";"    4325";"   13334";"    3163";"    1415";"    2782";"    5974";"      43";"     217";"     153"
"463558";"3000   ";"70700";"PV21  ";"2008JJ00";"   18573";"   18414";"    1428";"    4213";"   12512";"    3069";"    1305";"    2703";"    5435";"      45";"     216";"     159"
"463559";"3000   ";"70700";"PV21  ";"2009JJ00";"   18089";"   17940";"    1381";"    4206";"   12065";"    2973";"    1274";"    2659";"    5159";"      54";"     234";"     149"
"463560";"3000   ";"70700";"PV21  ";"2010JJ00";"   17730";"   17582";"    1358";"    4200";"   11749";"    2925";"    1224";"    2665";"    4935";"      63";"     212";"     148"
"463561";"3000   ";"70700";"PV21  ";"2011JJ00";"   17787";"   17613";"    1351";"    4314";"   11719";"    2843";"    1158";"    2815";"    4903";"      65";"     164";"     174"
"463562";"3000   ";"70700";"PV21  ";"2012JJ00";"   17869";"   17669";"    1321";"    4453";"   11664";"    2799";"    1152";"    2919";"    4794";"      74";"     157";"     200"
"463563";"3000   ";"70700";"PV21  ";"2013JJ00";"   17890";"   17683";"    1337";"    4536";"   11588";"    2756";"    1094";"    2938";"    4800";"      66";"     156";"     207"
"463564";"3000   ";"70700";"PV21  ";"2014JJ00";"   17892";"   17548";"    1397";"    4495";"   11433";"    2789";"    1035";"    2949";"    4660";"      83";"     140";"     344"
"463565";"3000   ";"70700";"PV21  ";"2015JJ00";"   17870";"   17510";"    1396";"    4582";"   11295";"    2743";"     958";"    3040";"    4554";"      96";"     141";"     360"
"463566";"3000   ";"70700";"PV21  ";"2016JJ00";"   17764";"   17368";"    1404";"    4586";"   11139";"    2750";"     984";"    2936";"    4469";"     106";"     133";"     396"
"463567";"3000   ";"70700";"PV21  ";"2017JJ00";"   17821";"   17444";"    1475";"    4627";"   11089";"    2785";"    1022";"    2925";"    4357";"     107";"     146";"     377"
"463568";"3000   ";"70700";"PV21  ";"2018JJ00";"   17803";"   17415";"    1539";"    4635";"   10964";"    2766";"    1002";"    2858";"    4338";"     118";"     159";"     388"
"463569";"3000   ";"70700";"PV21  ";"2019JJ00";"   17843";"   17485";"    1517";"    4827";"   10867";"    2743";"     995";"    2783";"    4346";"     114";"     160";"     358"
"463570";"3000   ";"70700";"PV21  ";"2020JJ00";"   18152";"   17739";"    1520";"    4894";"   11020";"    2858";"    1040";"    2756";"    4366";"     128";"     177";"     413"
"463571";"3000   ";"70700";"PV21  ";"2021JJ00";"   18396";"   17988";"    1566";"    4958";"   11151";"    3017";"     982";"    2753";"    4399";"     111";"     202";"     408"
"463572";"3000   ";"70700";"PV21  ";"2022JJ00";"   18750";"   18370";"    1573";"    5200";"   11293";"    3093";"     974";"    2784";"    4442";"     118";"     186";"     380"
"463573";"3000   ";"70700";"PV21  ";"2023JJ00";"   19244";"   18838";"    1666";"    5400";"   11431";"    3182";"    1000";"    2757";"    4492";"     129";"     212";"     406"
"463574";"3000   ";"70700";"PV21  ";"2024JJ00";"   19511";"   19056";"    1764";"    5555";"   11410";"    3221";"    1024";"    2652";"    4513";"     124";"     203";"     455"
"463575";"3000   ";"70700";"PV22  ";"2000JJ00";"   17979";"   17621";"    1424";"    2541";"   13399";"    2661";"    2159";"    1115";"    7464";"      28";"     229";"     358"
"463576";"3000   ";"70700";"PV22  ";"2001JJ00";"   17960";"   17647";"    1435";"    2684";"   13311";"    2764";"    2003";"    1290";"    7254";"      37";"     180";"     313"
"463577";"3000   ";"70700";"PV22  ";"2002JJ00";"   17870";"   17568";"    1446";"    2691";"   13217";"    2765";"    1903";"    1558";"    6991";"      34";"     180";"     302"
"463578";"3000   ";"70700";"PV22  ";"2003JJ00";"   17441";"   17154";"    1448";"    2671";"   12810";"    2670";"    1739";"    1813";"    6588";"      40";"     185";"     287"
"463579";"3000   ";"70700";"PV22  ";"2004JJ00";"   16737";"   16451";"    1406";"    2644";"   12214";"    2553";"    1607";"    1896";"    6158";"      38";"     149";"     286"
"463580";"3000   ";"70700";"PV22  ";"2005JJ00";"   15651";"   15360";"    1331";"    2601";"   11265";"    2387";"    1395";"    1965";"    5518";"      34";"     129";"     291"
"463581";"3000   ";"70700";"PV22  ";"2006JJ00";"   14593";"   14316";"    1236";"    2565";"   10331";"    2218";"    1206";"    1943";"    4964";"      28";"     156";"     277"
"463582";"3000   ";"70700";"PV22  ";"2007JJ00";"   13788";"   13556";"    1146";"    2505";"    9722";"    2136";"    1100";"    1939";"    4547";"      25";"     158";"     232"
"463583";"3000   ";"70700";"PV22  ";"2008JJ00";"   13046";"   12830";"    1041";"    2436";"    9174";"    2078";"    1009";"    1931";"    4156";"      22";"     157";"     216"
"463584";"3000   ";"70700";"PV22  ";"2009JJ00";"   12630";"   12430";"    1045";"    2367";"    8819";"    2010";"     953";"    1916";"    3940";"      30";"     169";"     200"
"463585";"3000   ";"70700";"PV22  ";"2010JJ00";"   12331";"   12120";"    1026";"    2379";"    8515";"    1881";"     902";"    1914";"    3818";"      37";"     163";"     211"
"463586";"3000   ";"70700";"PV22  ";"2011JJ00";"   12424";"   12194";"    1101";"    2471";"    8462";"    1871";"     878";"    1984";"    3729";"      48";"     112";"     230"
"463587";"3000   ";"70700";"PV22  ";"2012JJ00";"   12294";"   12031";"    1085";"    2567";"    8211";"    1767";"     832";"    1987";"    3625";"      46";"     122";"     263"
"463588";"3000   ";"70700";"PV22  ";"2013JJ00";"   12126";"   11857";"    1120";"    2574";"    7988";"    1675";"     804";"    1975";"    3534";"      68";"     107";"     269"
"463589";"3000   ";"70700";"PV22  ";"2014JJ00";"   11934";"   11617";"    1152";"    2520";"    7776";"    1632";"     775";"    2003";"    3366";"      71";"      98";"     317"
"463590";"3000   ";"70700";"PV22  ";"2015JJ00";"   12051";"   11717";"    1150";"    2576";"    7817";"    1636";"     724";"    2087";"    3370";"      60";"     114";"     334"
"463591";"3000   ";"70700";"PV22  ";"2016JJ00";"   12153";"   11757";"    1103";"    2602";"    7886";"    1707";"     719";"    2065";"    3395";"      56";"     110";"     396"
"463592";"3000   ";"70700";"PV22  ";"2017JJ00";"   12383";"   11981";"    1179";"    2621";"    7993";"    1746";"     786";"    2077";"    3384";"      62";"     126";"     402"
"463593";"3000   ";"70700";"PV22  ";"2018JJ00";"   12453";"   12058";"    1200";"    2646";"    8005";"    1716";"     742";"    2059";"    3488";"      76";"     131";"     395"
"463594";"3000   ";"70700";"PV22  ";"2019JJ00";"   12636";"   12238";"    1173";"    2755";"    8113";"    1773";"     789";"    2027";"    3524";"      68";"     129";"     398"
"463595";"3000   ";"70700";"PV22  ";"2020JJ00";"   12589";"   12164";"    1199";"    2788";"    7991";"    1760";"     783";"    1955";"    3493";"      70";"     116";"     425"
"463596";"3000   ";"70700";"PV22  ";"2021JJ00";"   12667";"   12248";"    1243";"    2879";"    7912";"    1851";"     746";"    1939";"    3376";"      81";"     133";"     419"
"463597";"3000   ";"70700";"PV22  ";"2022JJ00";"   12743";"   12273";"    1222";"    2910";"    7948";"    1901";"     751";"    1860";"    3436";"      76";"     117";"     470"
"463598";"3000   ";"70700";"PV22  ";"2023JJ00";"   12983";"   12509";"    1289";"    3008";"    8009";"    1938";"     789";"    1820";"    3462";"      77";"     126";"     474"
"463599";"3000   ";"70700";"PV22  ";"2024JJ00";"   13266";"   12688";"    1329";"    3115";"    8020";"    2012";"     853";"    1746";"    3409";"      76";"     148";"     578"
"463600";"3000   ";"70700";"PV23  ";"2000JJ00";"   45172";"   44831";"    3974";"    7478";"   32730";"    6203";"    6215";"    2147";"   18165";"      83";"     566";"     341"
"463601";"3000   ";"70700";"PV23  ";"2001JJ00";"   45393";"   45066";"    4012";"    7731";"   32490";"    6343";"    5780";"    2548";"   17819";"      78";"     755";"     327"
"463602";"3000   ";"70700";"PV23  ";"2002JJ00";"   45294";"   44963";"    3954";"    7968";"   32271";"    6706";"    5301";"    2880";"   17384";"     100";"     670";"     331"
"463603";"3000   ";"70700";"PV23  ";"2003JJ00";"   44586";"   44230";"    3804";"    8094";"   31608";"    6510";"    5106";"    3225";"   16767";"      95";"     629";"     356"
"463604";"3000   ";"70700";"PV23  ";"2004JJ00";"   43095";"   42778";"    3653";"    8044";"   30376";"    6463";"    4616";"    3393";"   15904";"      90";"     615";"     317"
"463605";"3000   ";"70700";"PV23  ";"2005JJ00";"   41033";"   40714";"    3431";"    7894";"   28741";"    6463";"    4127";"    3403";"   14748";"      85";"     563";"     319"
"463606";"3000   ";"70700";"PV23  ";"2006JJ00";"   38961";"   38689";"    3222";"    7746";"   27076";"    6120";"    3808";"    3450";"   13698";"      85";"     560";"     272"
"463607";"3000   ";"70700";"PV23  ";"2007JJ00";"   37164";"   36910";"    2996";"    7671";"   25661";"    5821";"    3516";"    3599";"   12725";"      83";"     499";"     254"
"463608";"3000   ";"70700";"PV23  ";"2008JJ00";"   35597";"   35349";"    2839";"    7422";"   24496";"    5683";"    3235";"    3622";"   11956";"      90";"     502";"     248"
"463609";"3000   ";"70700";"PV23  ";"2009JJ00";"   34786";"   34526";"    2755";"    7414";"   23729";"    5648";"    3058";"    3712";"   11311";"      86";"     542";"     260"
"463610";"3000   ";"70700";"PV23  ";"2010JJ00";"   34323";"   34043";"    2765";"    7474";"   23167";"    5407";"    3020";"    3895";"   10845";"     101";"     536";"     280"
"463611";"3000   ";"70700";"PV23  ";"2011JJ00";"   34440";"   34132";"    2769";"    7561";"   23285";"    5455";"    2980";"    4121";"   10729";"      93";"     424";"     308"
"463612";"3000   ";"70700";"PV23  ";"2012JJ00";"   34369";"   34057";"    2822";"    7759";"   22966";"    5389";"    2858";"    4164";"   10555";"      97";"     413";"     312"
"463613";"3000   ";"70700";"PV23  ";"2013JJ00";"   34340";"   34020";"    2817";"    7845";"   22840";"    5357";"    2753";"    4256";"   10474";"     102";"     416";"     320"
"463614";"3000   ";"70700";"PV23  ";"2014JJ00";"   34017";"   33538";"    2899";"    7588";"   22518";"    5388";"    2659";"    4367";"   10104";"     119";"     414";"     479"
"463615";"3000   ";"70700";"PV23  ";"2015JJ00";"   33888";"   33411";"    2890";"    7584";"   22410";"    5321";"    2617";"    4485";"    9987";"     133";"     394";"     477"
"463616";"3000   ";"70700";"PV23  ";"2016JJ00";"   33816";"   33300";"    2853";"    7665";"   22215";"    5466";"    2571";"    4430";"    9748";"     126";"     441";"     516"
"463617";"3000   ";"70700";"PV23  ";"2017JJ00";"   34097";"   33658";"    2878";"    7965";"   22229";"    5428";"    2618";"    4433";"    9750";"     138";"     448";"     439"
"463618";"3000   ";"70700";"PV23  ";"2018JJ00";"   34455";"   33994";"    2923";"    8113";"   22386";"    5653";"    2646";"    4337";"    9750";"     141";"     431";"     461"
"463619";"3000   ";"70700";"PV23  ";"2019JJ00";"   34938";"   34431";"    2996";"    8340";"   22495";"    5846";"    2684";"    4211";"    9754";"     155";"     445";"     507"
"463620";"3000   ";"70700";"PV23  ";"2020JJ00";"   35434";"   34857";"    3078";"    8619";"   22568";"    5831";"    2779";"    4202";"    9756";"     173";"     419";"     577"
"463621";"3000   ";"70700";"PV23  ";"2021JJ00";"   36055";"   35423";"    3177";"    8822";"   22825";"    6301";"    2750";"    4101";"    9673";"     164";"     435";"     632"
"463622";"3000   ";"70700";"PV23  ";"2022JJ00";"   36534";"   35946";"    3173";"    9061";"   23105";"    6428";"    2826";"    4192";"    9659";"     157";"     450";"     588"
"463623";"3000   ";"70700";"PV23  ";"2023JJ00";"   37021";"   36345";"    3351";"    9373";"   23033";"    6323";"    2888";"    4016";"    9806";"     136";"     452";"     676"
